chapter,verse,slok,transliteration,tej_et,siva_et,purohit_et,chinmay_et,san_et,adi_et,gambir_et,madhav_et,abhinav_et,vallabh_et,srid_et,dhan_et,venkat_et,neel_et,sankar_et,ms_et,anand_et,raman_et
14,5,"सत्त्वं रजस्तम इति गुणाः प्रकृतिसम्भवाः |
निबध्नन्ति महाबाहो देहे देहिनमव्ययम् ||१४-५||","sattvaṃ rajastama iti guṇāḥ prakṛtisambhavāḥ .
nibadhnanti mahābāho dehe dehinamavyayam ||14-5||",,Purity passion and inertia these alities O Arjuna born of Nature bind fast in the body the embodied the indestructible,Purity Passion and Ignorance are the Qualities which the Law of nature bringeth forth They fetter the free Spirit in all beings,,The Strands viz the Sattva the Rajas and the Tamas born from the Prime Cause (the said Mother) bind the changeless Embodied (Soul) to the body O mightyarmed One !,Sattva Rajas and Tamas are the Gunas that arise from the Prakrti They bind the immutable self in the body O Arjuna,O mightyarmed one the alities viz sattva rajas and tamas born of Nature being the immutable embodies being to the body,,Sattvam etc This embodied Soul is bound fast by Her (the Mother) by means of Her attributes of the Sattva the Rajas and the Tamas for the former's enjoyment that continues till his emancipation The nature of these is detailed one by one,,,,,,O mightyarmed onewho are possessed of hands which are great and mighty and extend upto the knees gunah the alities are named sattva rajas and tamas And they prakrtisambhavah born of Nature born of Maya which belongs to God; nibadhnanti bind as it were; the avyayam immutablethe immutability has been spoken of in the verse 'Being without beginning৷৷' etc (); dehinam embodied being; dehe to the body The word guna is a technical term and is not a ality like colour etc which inhere in some substance Nor is it meant here that ality and substance are different Therefore they are ever dependent on the Knower of the field just as alities are dependent (on some substance) Being of the nature of ignorance they bind the Knower of the field as it were They come into being making That (Knower) their sustainer In this sense it is said that they bind Objection; Was it not said that the embodied one does not become defiled (see )? So why as it contrarily said here that 'they bind'? Reply: We have rutted this objection by using the word iva (as it were) in 'they bind as it were',,,The three Gunas of Prakrti Sattva Rajas and Tamas are inherent in the essential nature of Prakrti and are particular expressions of it They can be known only through their effects such as 'brightness' etc They are not apparent in the unevolved state of Prakrti but become apparent in its transformations as Mahat etc They bind the self which is conjoined with bodies such as those of divinities men etc composed of the modifications of Prakrti beginning with Mahat and ending with the elements The self is immutable ie It is not in Its pristine nature conjoined with the Gunas But the Gunas bind It when residing in the body The meaning is that they bind It by virtue of the limiting conditions of Its living in the body Sri Krsna proceeds to speak of the nature of Sattva Rajas and Tamas and their modes of binding (the self):
14,6,"तत्र सत्त्वं निर्मलत्वात्प्रकाशकमनामयम् |
सुखसङ्गेन बध्नाति ज्ञानसङ्गेन चानघ ||१४-६||","tatra sattvaṃ nirmalatvātprakāśakamanāmayam .
sukhasaṅgena badhnāti jñānasaṅgena cānagha ||14-6||",,Of these Sattva which from its stainlessness is luminous and healthy binds by attachment to happiness and by attachment to knowledge O sinless one,O Sinless One! Of these Purity being luminous strong and invulnerable binds one by its yearning for happiness and illumination,,Among them (the Strands) the Sattvabecause it is dirtlessis illuminating and healthy; and it binds [the Embodied] by attachment to happiness and also by attachment to knowledge O sinless one !,Of these Sattva being without impurity is luminous and free from morbidity It binds O Arjuna by attachment to pleasure and to knowledge,Among them sattva being pure [Nirmala puretransparent ie capable of resisting any form of ignorance and hence as illuminator iea revealer of Consciousness] is an illuminator and is harmless O sinless one it binds through attachment to happiness and attachment to knowledge,,,,,,,,Tatra among them among sattva etc;the characteristics of sattva itself is being stated firstsattva nirmalatvat being pure like a crystal stone;is prakasakam an illuminator; and anamayam harmless Anagha O sinless one; badhnati it binds How? Sukhasangena through attachment to happiness Bringing about the association of happiness which is the object with the Self which is the subject in the form of the idea 'I am happy' is certainly an unreal contact with happiness This as such is nescience for the ality of an object cannot belong to a subject And it has been said by the Lord that all the alities from 'desire' to 'fortitude' (see ) are indeed of the field which is the object Therefore it is certainly through nescience which is an attribute [In reality though nescience has no connection with the Self yet since there is none other with which it can become associated and since it has no independence therefore the Commentator imagines it as an attribute of the Self] of the Self and has the characteristics of nondiscrimination between object and subject that sattva apparently brings about the association with happiness which is not the Self It makes (the Self) attached as it were; [Here Ast adds 'asangam saktam iva (makes) the Unattached attached as it were'Tr] makes one not possessed of happiness as though possessed of it! Similarly it binds also jnanasangena through attachment to knowledge [Jnana derived in the sense of 'that through which one knows' means an instrument of knowledge and not Consciousness (S: Knowledge arising from the study of the import of various scriptures; or jnanam means the scriptures through which the supreme God is known and which leads to devotional practices but not to steadfastness in (the absolute) Brahman] Because of its concomitance with happiness knowledge here is an attribute of the internal organ the field but not of the Self Were it an attribute [If knowledge were a natural attribute of the Self then there can be no estion of the latter again becoming bound through association with the former] of the Self there could be no contact (between it and the Self) and 'bondage' would become illogical Association with knowledge etc should be understood in the same sense as with happiness,,,Of 'these' ie of Sattva Rajas and Tamas the characteristic nature of the Sattva is this: it illuminates on account of its being pure What is called purity is to be bereft of alities which veil light and happiness Because its nature is solely the generation of light and happiness it constitutes the cause of light and happiness 'Light' or illumination is enlightenment about a thing as it is It is 'not morbid' ie an effect called morbidity (disease) does not exist in its presence The meaning is that Sattva is the cause of health The Guna called Sattva however binds the self by attachment to happiness and knowledge The meaning is that it causes attachment to happiness and knowledge When attachment to knowledge and happiness is born one engages oneself in secular and Vedic means for securing them Conseently one is born in such bodies which constitute the means for realising such fruits Hence the Sattva binds the self through attachment to happiness and knowledge What is said is this: Sattva generates knowledge and happiness; again it generates attachment to them
14,7,"रजो रागात्मकं विद्धि तृष्णासङ्गसमुद्भवम् |
तन्निबध्नाति कौन्तेय कर्मसङ्गेन देहिनम् ||१४-७||","rajo rāgātmakaṃ viddhi tṛṣṇāsaṅgasamudbhavam .
tannibadhnāti kaunteya karmasaṅgena dehinam ||14-7||",,Know thou Rajas to be of the nature of passion the source of thirst (for sensual enjoyment) and attachment; it binds fast O Arjuna the embodied one by attachment to action,Passion engendered by thirst for pleasure and attachment binds the soul through its fondness for activity,,You should know that the Rajas is of the nature of desire and is a source of cravingattachment; and it binds the embodied by the attachment to action O son of Kunti !,Know O Arjuna that Rajas is of the nature of passion springing from thirst and atttachment It binds the embodied self with attachment to work,Know rajas to be of the nature of passion born of hankering and attachment O son of Kunti that binds the embodied one through attachment to action,,,,,,,,Viddhi know; rajas to be ragatmakam of the nature of passion (raga is derived in the sense of that which colours) having the property of colouring like the ochre pigment etc; trsnaasangasamudbhavam born of hankering and attachmenthankering is the longing for things not acired; attachment is the cliningof the nature of fondnessof the mind to things in possession O son of Kunti tat that that rajas; nibadhnati binds; dehinam the embodied one; karmasangena through attachment to actions Deep involvement in actions related to seen or unseen objects is karmasangah Rajas binds through that,,,Rajas is of the nature of passion namely it causes sexual desire 'Passion' (Raga) is mutual yearning between a man and a woman 'Springing from thirst and attachment' means it is the source of sensuality and attachment 'Trsna' (thirst sensuality) is the longing for all senseobjects such as sound etc 'Sanga' (attachment) is the inordinate longing for union with one's sons friends and such other relations By creating longing for actions it binds the embodied self Whatever actions have been begun by the self from longiing for sensual enjoyments they become the cause of births in bodies that constitute the means for experiencing such enjoyments Therefore Rajas binds the embodied self through attachment to actions What is said is this: Rajas is the cause of sexuality sensuality and attachment and of constant engagement in actions
14,8,"तमस्त्वज्ञानजं विद्धि मोहनं सर्वदेहिनाम् |
प्रमादालस्यनिद्राभिस्तन्निबध्नाति भारत ||१४-८||","tamastvajñānajaṃ viddhi mohanaṃ sarvadehinām .
pramādālasyanidrābhistannibadhnāti bhārata ||14-8||",,But know thou Tamas to be born of ignorance deluding all embodied beings; it binds fast O Arjuna by heedlessness indolence and sleep,But Ignorance the product of darkness stupefies the senses in all embodied beings binding them by chains of folly indolence and lethargy,,But you should [also] know that the Tamas is born of ignorance and is a deluder of all the Embodied; it binds [them] by negligence laziness and sleep O descendant of Bharata !,Know that Tamas is born of false knowledge and deludes all embodied selves It binds O Arjuna with negligence indolence and sleep,On the other hand know tamas which deludes all embodied beings to be born of ignorance O scion of the Bharata dynasty that binds through inadvertence laziness and sleep,,Tatra etc upto Bharata The Sattva is dirtless [Source of cravingattachment] : that from which the attachment of craving springs up Negligence : wasting the human birth which is difficult to get but got by means of hundreds of merits accumulated for a very long period and which is the sole means for attaining emancipation That has been also said 'Not even a single moment of life is gained by (spending] all the gems [Hence] he who wastes it is a man of negligence and is the lowest of men' Laziness : ie in doing good deeds Sleep : being poor totally ie a contemptible course,,,,,,Viddhi know; tamas the third alitty; mahanam which deludes which is a cause of indiscrimination; sarvadehinam of all embodied beings; to be ajnanajam born of ignorance O scion of the Bharata dynasty tat that tamas; nibadhnati binds; pramadaalasyanidrabhih through inadvertence laziness and sleep The activities of the alities are again being briefly stated:,,,By 'false knowledge' is here to be understood as what is other than knowledge What is called knowledge is right perception of things What is other than this is false knowledge And Tamas springs from knowledge contrary to the true nature of thinngs It deludes all embodied selves Delusion is erroneous knowledge The meaning is that Tamas is the cause of erroneous knowledge Being the cause of negligence indolence and sleep it binds the embodied self through them 'Negligence' is inattentiveness which causes one to perform works other than what ought to be done 'Indolence' is the tendency to avoid work; it may even develop into absolute inaction 'Sleep' is the state in which the external organs stop working due to exhaustion and seek to recover from the same In sleep when only the outgoing actionof the senses stop it is called dream state When even the mind (Manas) ceases to function it is called dreamless sleep He states the cardinal feature forming the ways of bondage through Sattva etc
14,9,"सत्त्वं सुखे सञ्जयति रजः कर्मणि भारत |
ज्ञानमावृत्य तु तमः प्रमादे सञ्जयत्युत ||१४-९||","sattvaṃ sukhe sañjayati rajaḥ karmaṇi bhārata .
jñānamāvṛtya tu tamaḥ pramāde sañjayatyuta ||14-9||",,Sattva attaches to happiness Rajas to action O Arjuna while Tamas verily shrouding knowledge attaches to heedlessness,Purity brings happiness Passion commotion and Ignorance which obscures wisdom leads to a life of failure,,O descendant of Bharata ! The Sattva fully dominates [the Embodied] in the field of happiness; the Rajas in action; but the Tamas also totally dominates in the field of negligence by veiling knowledge,Sattva generates attachment to pleasure Rajas to action O Arjuna But Tamas veiling knowledge generates attachment to negligence,O scion of the Bharata dynasty sattva attaches one to happiness rajas to action while tamas covering up knowledge leads to inadvertence also,,,,,,,,O scion of the Bharata dynasty sattva sanjayati attaches one; sukhe to happiness; rajas (attaches is understood) karmani to action; tu while; tamas avrtya covering up veiling; jnanam knowledge the discrimination produced by sattva; sanjayati leads pramade to inadvertence; uta also Pramada means nonperformance of a duty on hand When do the alities produce the effects stated above? That is being answered:,,,Sattva mainly attaches one to pleasure Rajas mainly attaches one to actions But Tamas veiling knowledge of true things and being the cause of false knowledge mainly attaches one to actions which are contrary to those which ought to be done The Sattva and other alities evolve from the nature of Prakrti developed into the form of the body Owing to this fact that they have evolved out of the nature of Prakrti they always coexist in bodies at all time How then can they cause effects which are mutually contrary? He replies:
14,10,"रजस्तमश्चाभिभूय सत्त्वं भवति भारत |
रजः सत्त्वं तमश्चैव तमः सत्त्वं रजस्तथा ||१४-१०||","rajastamaścābhibhūya sattvaṃ bhavati bhārata .
rajaḥ sattvaṃ tamaścaiva tamaḥ sattvaṃ rajastathā ||14-10||",,Now Sattva arises (prevails) O Arjuna having overpowered Rajas and Tamas; nor Rajas having overpowered Sattva and Tamas; and now Tamas having overpowered Sattva and Rajas,O Prince! Purity prevails when Passion and Ignorance are overcome; Passion when Purity and Ignorance are overcome; and Ignorance when it overcomes Purity and Passion,,O descendant of Bharata ! The Sattva increases by overpowering the Rajas and the Tamas; the Rajas [increases by overpowering] the Sattva and the Tamas; and the Tamas does likewise [by overpowering] the Sattva and the Rajas,Prevailing over Rajas and Tamas Sattva preponderates O Arjuna Prevailing over Tamas and Sattva Rajas preponderates Prevailing over Rajas and Sattva Tamas preponderates,O scion of the Bharata dynasty sattva increases by subduing rajas and tamas rajas by overpowering sattva and tamas and tamas by dominating over sattva and rajas,,Sattvam etc Rajah etc Dominates fully ie sets [to work] The Sattva flourishes by overpowering the Rajas and the Tamas But the Rajas [flourishes by overpowering] both the Sattva and the Tamas; and the Tamas [does so by overpowering] both the Sattva and the Rajas That has been stated : 'The Strands augment by overpowering each other',,,,,,O scion of the Bharata dynasty sattva bhavati increases comes into being; abhibhuya by subduing both rajas and tamas When sattva increases then coming to its own it produces its own effectsknowledge happiness etc Similarly when the ality of rajas increases by overpowering both sattva and tamas then it produces its own effectsactivity and hankering When the ality called tamas increases by similarly dominating over sattva and rajas it then produces its own effectsobscuring of knowledge etc When any ality preponderates then what is its indication? This is being answered:,,,Even though all the three Gunas of Sattva etc are associated with the nature of the self conjoined with Prakrti in the form of body yet owing to the dominance of previous Karmas and the differences in the food nourishing the body Sattva etc preponderate or are subdued by turn Sometimes Sattva preponderates prevailing over Rajas and Tamas; sometimes Rajas preponderates prevailing over Tamas and Sattva and sometimes Tamas preponderates prevailing over Rajas and Sattva He teaches that this changing preponderance of the Gunas can be inferred from the knowledge of the effects produced by them
14,11,"सर्वद्वारेषु देहेऽस्मिन्प्रकाश उपजायते |
ज्ञानं यदा तदा विद्याद्विवृद्धं सत्त्वमित्युत ||१४-११||","sarvadvāreṣu dehe.asminprakāśa upajāyate .
jñānaṃ yadā tadā vidyādvivṛddhaṃ sattvamityuta ||14-11||",,When through every gate (sense) in this body the wisdomlight shines then it may be known that Sattva is predominant,When the light of knowledge gleams forth from all the gates of the body then be sure that Purity prevails,,When the knowledgelight arises in all the gates in this body then one should also know that the Sattva has increased predominantly,When knowledge as light illumines from all gateways (ie the senses) then one should know that Sattva prevails,When the illumination that is knowledge radiates in this body through all the doors (of the senses) then one should know that sattva has increased greatly,,,,,,,,Yada when; prakasah the illuminationprakasa illumination is a function of the internal organ intelligence; that itself is jnanam knowledge; when this illumination called knowledge upajayate radiates; asmin in this; dehe body; sarvadvaresu through all the doorsall the sense organs (viz) ear etc are the Self's doors of perception; through all those doors; tada then; through this indication viz the illumination that is knowledge vidyat one should know; iti that; sattva has vivrddham increased; uta greatly [See AGTr] This is the characteristics of rajas when it has become prominent:,,,When the light of knowledge shines revealing the truth of things emerging through all the gateways of knowledge such as the eyes etc in the body one should know that Sattva is prevailing
14,12,"लोभः प्रवृत्तिरारम्भः कर्मणामशमः स्पृहा |
रजस्येतानि जायन्ते विवृद्धे भरतर्षभ ||१४-१२||","lobhaḥ pravṛttirārambhaḥ karmaṇāmaśamaḥ spṛhā .
rajasyetāni jāyante vivṛddhe bharatarṣabha ||14-12||",,Greed activity the undertaking of actions restlessness longing these arise when Rajas is predominant O Arjuna,O best of Indians! Avarice the impulse to act and the beginning of action itself are all due to the dominance of Passion,,Greed exertion undertaking of actions unrest and cravingthese are born when the Rajas increases predominantly O chief of the Bharatas !,Greed activity undertaking of work unrest and longing these arise O Arjuna when Rajas prevails,O best of the Bharata dynasty when rajas becomes predominant these come into being: avarice movement undertaking of actions unrest and hankering,,,,,,,,O best of the Bharata dynasty when the ality of rajas vivrddhe becomes predominant; etani these indications; jayante come into being; lobhah avarice the desire to appropriate other's possessions; pravrtih movement in general; arambhah undertaking;of what?karmanam of actions; asamah unrest lack of tranillity(ie) manifestation of joy attachment etc; and sprha hankering desire in general for all things,,,'Greed' is the tendency not to spend one's own property 'Activity' is the disposition to be active devoid of any purpose 'Undertaking of works' is engagement in works which yield fruits 'Unrest' is absence of rest of senseactivities 'Longing' is the desire for sense objects These predominate when Rajas has increased The meaning is that whenever greed etc prevail then one should know that Rajas has very much increased
14,13,"अप्रकाशोऽप्रवृत्तिश्च प्रमादो मोह एव च |
तमस्येतानि जायन्ते विवृद्धे कुरुनन्दन ||१४-१३||","aprakāśo.apravṛttiśca pramādo moha eva ca .
tamasyetāni jāyante vivṛddhe kurunandana ||14-13||",,Darkness inertness heedlessness and delusion these arise when Tamas is predominant O Arjuna,Darkness stagnation folly and infatuation are the result of the dominance of Ignorance O joy of the Kuruclan!,,Absence of [mental] illumination nonexcertion negligence and mere delusionthese are born when the Tamas is on the increase predominantly O darling of the Kurus !,Nonillumination inactivity negligence and even delusion these arise O Arjuna when Tamas prevails,O descendant of the Kuru dynasty when tamas predominates these surely [ie without exceptionMS] come into being: nondiscrimination and inactivity inadvertence and delusion,,Sarvaetc upto kurunandana In all the gates : in all the senseorgans Greed etc are born in succession when the Rajas dominates Similarly absence of mental illumination and so on arise in succession only at the time of the increase of the Tamas,,,,,,Kurunandana O descendant of the Kuru dynasty; when the ality of tamas vivrddhe predominates; etani these indications; eva surely; jayante come into being; extreme aprakasah nondiscrimination; and apravrttih inactivity; its [ie of nondiscrimination] effects pramadah inadvertence; and mohah delusion ie stupidity which is a from of nondiscrimination Whatever result is achieved even after death that is also owing to attachment and desire; everything is certainly caused by the alities By way of showing this the Lord says:,,,'Nonillumination' is the absence of knowledge 'Inactivity' is immovableness 'Negligence' is inadvertence resulting in works that should not be done 'Delusion' is wrong knowledge These arise when Tamas waxes strong By these one should know that the Tamas has increased very much
14,14,"यदा सत्त्वे प्रवृद्धे तु प्रलयं याति देहभृत् |
तदोत्तमविदां लोकानमलान्प्रतिपद्यते ||१४-१४||","yadā sattve pravṛddhe tu pralayaṃ yāti dehabhṛt .
tadottamavidāṃ lokānamalānpratipadyate ||14-14||",,If the embodied one meets with death when Sattva is predominant then he attains to the spotless worlds of the knowers of the Highest,When Purity prevails the soul on quitting the body passes on to the pure regions where live those who know the Highest,,But if the bodybearer dies at the time when Sattva is on the increase then he attains to the spotless worlds of those who know the Highest,If the embodied self meets with dissoution when Sattva prevails then It proceeds to the pure worlds of those who know the highest,When an embodied one undergoes death while sattva is exclusively prodominant then he attains the taintless worlds of those who know the highest (entities),,,,,,,,Yada when; dehabhrt an embodied one the soul; yati undergoes; pralayam death; sattve pravrddhe while sattva is predominant; tu exclusively; [Tu is used to exclude rajas and tamasS] tada then; pratipadyate he attains ie gains; the amalan tainless stainless; lokan worlds; [The worlds of Brahma etc which are free from the impurity of predominance either of rajas or tamas] uttamavidam of those who know the highest ie of those who have known the principlesmahat and the rest,,,When the 'Sattva prevails' ie while the Sattva continues to be prevalent if the embodies self meets with death It reaches the pure worlds ie regions conducive to the knowledge of the self The purport is this: If Satva preponderates in a person at the time of death he will be rorn in the families of those who have the knowledge of the self and thus be alified to perform auspicious acts which are the means of attaining the true knowledge of the self
14,15,"रजसि प्रलयं गत्वा कर्मसङ्गिषु जायते |
तथा प्रलीनस्तमसि मूढयोनिषु जायते ||१४-१५||","rajasi pralayaṃ gatvā karmasaṅgiṣu jāyate .
tathā pralīnastamasi mūḍhayoniṣu jāyate ||14-15||",,Meeting death in Rajas he is born among those who are attached to action; and dying in Tamas he is born in the womb of the senseless,When Passion prevails the soul is reborn among those who love activity; when Ignorance rules it enters the wombs of the ignorant,,By meeting death when the Rajas [is on the increase] he is born among those who are attached to action; likewise meeting death when the Tamas [is on the increase] he is born in the wombs of the duluded,(a) Meeting with dissolution when Rajas is prevalent one is born among those attached to work৷৷ (b) Similarly one who has met with dissolution when Tamas prevails is born in the womb of beings lacking in intelligence,When one dies while rajas predominates he is born among people attached to activity Similarly when one dies while tamas predominates he takes birth among the stupid species,,Yada etc Rajasi etc When the Sattva is predominantly on the increase on account of increase on account on account of incessantly practising actions of the Sattva throughout the entire lifeat that [time] having met dissolution [of body] one attains the auspicious worlds Likewise whosoever has practised throughout his life the activities of the Rajas he by his [last] journey attains manhood for mixed enjoyment Likewise : ie in the same order if one practises action of the Tamas alone by one's entire life then [on his death] he is rorn in the bodies of the hell of the animals of the trees and so on Those who explain [the passage under study to the effect] : 'These results [are for him in whom] the Sattva etc have predominantly increased only at the time of death' these commentators have not correctly entered into (grasped) the behaviour of the embodied For nothing but delusion arises by all means at the last moment without exception in the case of one and all However with regard to our explanation [given above] these passages and other verses (Ch VIII 5ff) speak in one voice,,,,,,Pralayam gatva when one does; rajasi while the ality of rajas predominates; jayate he is born; karmasangisu among people attached to activity among human beings having attachment to work Tatha similarly in that very way; pralinah when one dies; tamasi while tamas predominates; jayate he takes birth; mudhayonisu among the stupid species such as animals etc A summary of the idea of the preceding (three) verses is being stated:,,,(a) Meeting with death when Rajas is preponderant one is rorn in the families of those who act for the sake of fruits for themselves Being rorn in such families he becomes alified to perform auspicious acts which constitute the way for attaining heaven and the like (b) Similarly one who dies when Tamas is preponderant is born in the wombs of beings lacking in intelligence namely in the wombs of dogs pigs etc The meaning is that he is rorn as one incapable of realising any human end
14,16,"कर्मणः सुकृतस्याहुः सात्त्विकं निर्मलं फलम् |
रजसस्तु फलं दुःखमज्ञानं तमसः फलम् ||१४-१६||","karmaṇaḥ sukṛtasyāhuḥ sāttvikaṃ nirmalaṃ phalam .
rajasastu phalaṃ duḥkhamajñānaṃ tamasaḥ phalam ||14-16||",,The fruit of good action they say is Sattvic and pure verily the fruit of Rajas is pain and ignorance is the fruit of Tamas,They say the fruit of a meritorious action is spotless and full of purity; the outcome of Passion is misery and of Ignorance darkness,,The fruit of good action they say is spotless and is of the Sattva; but the fruit of the Rajas is pain and the fruit of the Tamas is ignorance,The fruits of a good deed they say is pure and is of the nature of Sattva But the fruit of Rajas is pain; and the fruit of Tamas is ignorance,They say that the result of good work is pure and is born of sattva But the result of rajas is sorrow; the result of tamas is ignorance,,,,,,,,Ahuh they the wise persons say; that phalam the result; sukrtasya of good; karmanah work ie acts having the sattva ality; is verily nirmalam pure; and is sattvikam born of sattva Tu but; phalam the result; rajasah of rajas ie of acts that have the alitty of rajasfor the topic relates to actions; is duhkham sorrow In accordance with its cause the result too is indeed sorrow a product of rajas So also ajnanam ignorance; is as before (the result) tamasah of tamas of unrighteous acts that have the ality of tamas What else results from the alities?,,,Thus the 'fruit of a good deed' namely disinterested work in the form of My worship performed by one who dies when Sattva prevails is birth in the family of those who know the self There he acires more Sattva than before and the self becomes more pure namely devoid of the slightest vestige of suffering So say those who know about the development of Sattva But the 'fruit of Rajas' dominating at the time of death is 'suffering in Samsara' In consists in successive births in families attached to actions for the sake of fruits Rirth of this type increases Rajas further resulting in actions for gaining their fruits So say those who know about the developments of this Guna 'Ignorance' is the result of Tamas The fruit of Tamas dominating at the time of death is successive conditions of ignorance What are the results derived from Sattva etc? To this He answers:
14,17,"सत्त्वात्सञ्जायते ज्ञानं रजसो लोभ एव च |
प्रमादमोहौ तमसो भवतोऽज्ञानमेव च ||१४-१७||","sattvātsañjāyate jñānaṃ rajaso lobha eva ca .
pramādamohau tamaso bhavato.ajñānameva ca ||14-17||",,From Sattva arises knowledge and greed from Rajas; heedlessness and delusion arise from Tamas and also ignorance,Purity engenders Wisdom Passion avarice and Ignorance folly infatuation and darkness,,From the Sattva arises wisdom; from the Rajas only greed; and from the Tamas arise negligence delusion and also ignorance,From the Sattva arises knowledge and from Rajas greed from Tamas arise negligence and delusion and indeed ignorance,From sattva is born knowledge [Knowledge acired through the senseorgans] and from rajas verily avarice From tamas are born inadvertence and delusion as also ignorance to be sure,,,,,,,,Sattvat from sattva when it predominates; sanjayate is born; jnanam knowledge; and rajasah from rajas; is verily born lobhah avarice Tamasah from tamas; bhavatah are born; both pramadamohau inadvertence and delusion; as also ajnanam ignorance [Absence of discrimination]; eva ca to be sure Further,,,From the increase of Sattva knowledge ie 'true and direct knowledge' of the self arises From Rajas develops likewise 'intense desire' for heaven etc From Tamas similarly develops 'negligence' leading to evil deeds; and from this delusion ie erroneous knowledge; and from that still more Tamas; and thence ignorance namely absence of knowledge
14,18,"ऊर्ध्वं गच्छन्ति सत्त्वस्था मध्ये तिष्ठन्ति राजसाः |
जघन्यगुणवृत्तिस्था अधो गच्छन्ति तामसाः ||१४-१८||","ūrdhvaṃ gacchanti sattvasthā madhye tiṣṭhanti rājasāḥ .
jaghanyaguṇavṛttisthā adho gacchanti tāmasāḥ ||14-18||",,Those who are seated in Sattva go upwards; the Rajasic dwell in the middle; and the Tamasic abiding in the function of the lowest Guna go downwards,When Purity is in the ascendant the man evolves; when Passion he neither evolves nor degenerates; when Ignorance he is lost,,Those who are established in the Sattva go upward; the persons given to the Rajas remain in the middle [state]; those who are given to the Tamas being established in the tendencies of bad alities go downwards,Those who rest in Sattva rise upwards; those who abide in Rajas remain in the middle; and those abiding in the tendencies of Tamas go downwards,People who conform to sattva go higher up; those who conform to rajas stay in the middle; those who conform to tamas who conform to the actions of the lowest ality go down,,,,,,,,Sattvasthah people who conform to sattva to the actions of sattva ality; gacchanti go are born; undhavam higher up in the worlds of gods and others Rajasah those who conform to rajas; [Those who are endowed with senseknowledge and actions conseent on the preponderance of rajas] tisthanti stay are born; madhye in the middle among human beings Tamasah those who conform to tamas jaghanyagunavrttasthah [A variant reading is vrttisthahTr] who conform to actions of the lowest ality of tamas those who are attached to its actionssleep laziness etc the foolish; gacchanti go; adhah down (ie) they are born among cattle etc The association owing to the false ignorance in the form of 'being seated in Nature' that an individual soul has with the gunasin the form of happiness sorrow and delusion and which are matters of experience in such ways as 'I am happy' 'I am sorrowful' 'I am ignorant'that (association) is the cause of the individual soul's mundane existence characterized by coming to have births in good and bad species This was stated briefly in the earlier chapter Elaborating that here in the text beginning with 'the alities viz sattva rajas and tamas born of Nature' () the Lord has said that the nature of the alities the conduct conforming to the alities and the power to bind that the alities have through actions conforming to them and also the course of a person under the bondage of behaviour conforming to the alitiesall this is false knowledge; it has ignorance as its root and is the cause of bondage Now it is necessary to state that Liberation follows from right knowledge Hence the Lord says:,,,Thus in the manner explained those who 'rest in Sattva rise upwards' namely they attain liberation from the bonds of Samsara gradually Those who 'abiding in Rajas' which produces greed for heaven etc engage themselves in actions which constitute the means for obtaining such results Experiencing those results they are born again and engage in and perform the very same acts So they remain in the 'middle' This is mostly suffering as it is characterised by rirths Those of Tamasic nature 'stoop down' into lower levels as Tamas grows ever worse in them They go 'downwards' ie to the lowest state among human beings then to the condition of animals; then to that of worms; insects etc then of immovable things and even to the condition of shrubs and creepers and ultimately to the condition of stones wood clod of earth straw etc Sri Krsna now teaches about the manner of those in whom the Sattva has gradually increased by adopting special holy food and performance of special disinterested deeds and who thus rise upward by transcending the Gunas
14,19,"नान्यं गुणेभ्यः कर्तारं यदा द्रष्टानुपश्यति |
गुणेभ्यश्च परं वेत्ति मद्भावं सोऽधिगच्छति ||१४-१९||","nānyaṃ guṇebhyaḥ kartāraṃ yadā draṣṭānupaśyati .
guṇebhyaśca paraṃ vetti madbhāvaṃ so.adhigacchati ||14-19||",,When the seer beholds no agent other than the Gunas and knows That which is higher than they he attains to My Being,As soon as man understands that it is only the Qualities which act and nothing else and perceives That which is beyond he attains My divine nature,,When the Perceiver (the Self) finds no agent other than the Strands and realises That which is beyond the Strands then he attains My state,When the seer beholds no agent of action other than the Gunas and knows what transcends the Gunas he attains to My state,When the witness sees none other than the alities as the agent and knows that which is superior [ie different from] to the alities he attains My nature,,,,,,,,Yada when; drasta the witness after becoming illumined; anupasyati sees; na anyam none other; gunhyah than the alities that have transformed into the shape of body orgnas and objects; kartaramas the agent(ie) he sees thus that the alities themselves in all their modes are the agents of all activities; ca and; vetti knows; that which standing as the witness of the activities of the alities is param superior; gunhyah to the alities; sah he the witness; adhigacchati attains; madbhavam My nature How does he attain? That is being stated:,,,The seer has in the first place to totally subdue his Rajas and Tamas and stay in pure Sattva This is accomplished through nourishment by Sattvika food and the performance of disinterested actions for the propitiation of the Lord He then perceives 'no agent of action other than the Gunas' ie sees that the Gunas are themselves the agents according to their nature Further he perceives what is 'other than the Gunas' ie perceives the Gunas which are agents and the self who is not an agent of action Such a seer attains to 'My state' ie gains likeness with Me in transcending the three Gunas etc The purport is this: The self pure in nature by Itself gains agency through varius actions by contact with the Gunas springing from past Karmas When one perceives the self in this way namely that the self by Itself is no agent of actions and is of the nature of infinite knowledge then It attains to My likeness It is stated that one attains to the likeness of the Lord after perceiving the self as a nonagent and as other than the Gunas What is meant by the state of likeness to the Lord? Sri Krsna now describes it:
